# r numerical_f exact_f
0.702425 0.347967 0.347969
0.702497 0.347977 0.34798
0.702569 0.347988 0.34799
0.70264 0.347998 0.348001
0.702712 0.348009 0.348011
0.702784 0.34802 0.348022
0.702856 0.34803 0.348032
0.702927 0.348041 0.348043
0.702999 0.348051 0.348054
0.703071 0.348062 0.348064
0.703142 0.348072 0.348075
0.703214 0.348083 0.348085
0.703286 0.348093 0.348096
0.703358 0.348104 0.348106
0.703429 0.348114 0.348117
0.703501 0.348125 0.348127
0.703573 0.348136 0.348138
0.703645 0.348146 0.348148
0.703716 0.348157 0.348159
0.703788 0.348167 0.348169
0.70386 0.348178 0.34818
0.703932 0.348188 0.34819
0.704004 0.348199 0.348201
0.704075 0.348209 0.348212
0.704147 0.34822 0.348222
0.704219 0.34823 0.348233
0.704291 0.348241 0.348243
0.704363 0.348251 0.348254
0.704434 0.348262 0.348264
0.704506 0.348272 0.348275
0.704578 0.348283 0.348285
0.70465 0.348293 0.348295
0.704722 0.348304 0.348306
0.704794 0.348314 0.348316
0.704866 0.348325 0.348327
0.704937 0.348335 0.348337
0.705009 0.348346 0.348348
0.705081 0.348356 0.348358
0.705153 0.348366 0.348369
0.705225 0.348377 0.348379
0.705297 0.348387 0.34839
0.705369 0.348398 0.3484
0.705441 0.348408 0.348411
0.705512 0.348419 0.348421
0.705584 0.348429 0.348432
0.705656 0.34844 0.348442
0.705728 0.34845 0.348453
0.7058 0.348461 0.348463
0.705872 0.348471 0.348473
0.705944 0.348481 0.348484
0.706016 0.348492 0.348494
0.706088 0.348502 0.348505
0.70616 0.348513 0.348515
0.706232 0.348523 0.348526
0.706304 0.348534 0.348536
0.706376 0.348544 0.348546
0.706448 0.348554 0.348557
0.70652 0.348565 0.348567
0.706591 0.348575 0.348578
0.706663 0.348586 0.348588
0.706735 0.348596 0.348599
0.706807 0.348607 0.348609
0.706879 0.348617 0.348619
0.706951 0.348627 0.34863
0.707023 0.348638 0.34864
0.707095 0.348648 0.348651
0.707167 0.348659 0.348661
0.707239 0.348669 0.348671
0.707311 0.348679 0.348682
0.707384 0.34869 0.348692
0.707456 0.3487 0.348703
0.707528 0.348711 0.348713
0.7076 0.348721 0.348723
0.707672 0.348731 0.348734
0.707744 0.348742 0.348744
0.707816 0.348752 0.348754
0.707888 0.348762 0.348765
0.70796 0.348773 0.348775
0.708032 0.348783 0.348786
0.708104 0.348794 0.348796
0.708176 0.348804 0.348806
0.708248 0.348814 0.348817
0.70832 0.348825 0.348827
0.708392 0.348835 0.348837
0.708465 0.348845 0.348848
0.708537 0.348856 0.348858
0.708609 0.348866 0.348868
0.708681 0.348876 0.348879
0.708753 0.348887 0.348889
0.708825 0.348897 0.348899
0.708897 0.348907 0.34891
0.708969 0.348918 0.34892
0.709041 0.348928 0.34893
0.709114 0.348938 0.348941
0.709186 0.348949 0.348951
0.709258 0.348959 0.348961
0.70933 0.348969 0.348972
0.709402 0.34898 0.348982
0.709474 0.34899 0.348992
0.709547 0.349 0.349003
0.709619 0.349011 0.349013
0.709691 0.349021 0.349023
0.709763 0.349031 0.349034
0.709835 0.349041 0.349044
0.709908 0.349052 0.349054
0.70998 0.349062 0.349064
0.710052 0.349072 0.349075
0.710124 0.349083 0.349085
0.710196 0.349093 0.349095
0.710269 0.349103 0.349106
0.710341 0.349114 0.349116
0.710413 0.349124 0.349126
0.710485 0.349134 0.349137
0.710558 0.349144 0.349147
0.71063 0.349155 0.349157
0.710702 0.349165 0.349167
0.710774 0.349175 0.349178
0.710847 0.349185 0.349188
0.710919 0.349196 0.349198
0.710991 0.349206 0.349208
0.711063 0.349216 0.349219
0.711136 0.349226 0.349229
0.711208 0.349237 0.349239
0.71128 0.349247 0.349249
0.711353 0.349257 0.34926
0.711425 0.349267 0.34927
0.711497 0.349278 0.34928
0.71157 0.349288 0.34929
0.711642 0.349298 0.349301
0.711714 0.349308 0.349311
0.711787 0.349319 0.349321
0.711859 0.349329 0.349331
0.711931 0.349339 0.349342
0.712004 0.349349 0.349352
0.712076 0.34936 0.349362
0.712148 0.34937 0.349372
0.712221 0.34938 0.349382
0.712293 0.34939 0.349393
0.712365 0.3494 0.349403
0.712438 0.349411 0.349413
0.71251 0.349421 0.349423
0.712583 0.349431 0.349433
0.712655 0.349441 0.349444
0.712727 0.349451 0.349454
0.7128 0.349462 0.349464
0.712872 0.349472 0.349474
0.712945 0.349482 0.349484
0.713017 0.349492 0.349495
0.713089 0.349502 0.349505
0.713162 0.349513 0.349515
0.713234 0.349523 0.349525
0.713307 0.349533 0.349535
0.713379 0.349543 0.349546
0.713452 0.349553 0.349556
0.713524 0.349563 0.349566
0.713596 0.349574 0.349576
0.713669 0.349584 0.349586
0.713741 0.349594 0.349596
0.713814 0.349604 0.349607
0.713886 0.349614 0.349617
0.713959 0.349624 0.349627
0.714031 0.349635 0.349637
0.714104 0.349645 0.349647
0.714176 0.349655 0.349657
0.714249 0.349665 0.349667
0.714321 0.349675 0.349678
0.714394 0.349685 0.349688
0.714466 0.349695 0.349698
0.714539 0.349706 0.349708
0.714611 0.349716 0.349718
0.714684 0.349726 0.349728
0.714756 0.349736 0.349738
0.714829 0.349746 0.349749
0.714902 0.349756 0.349759
0.714974 0.349766 0.349769
0.715047 0.349776 0.349779
0.715119 0.349787 0.349789
0.715192 0.349797 0.349799
0.715264 0.349807 0.349809
0.715337 0.349817 0.349819
0.71541 0.349827 0.349829
0.715482 0.349837 0.34984
0.715555 0.349847 0.34985
0.715627 0.349857 0.34986
0.7157 0.349867 0.34987
0.715773 0.349877 0.34988
0.715845 0.349887 0.34989
0.715918 0.349898 0.3499
0.71599 0.349908 0.34991
0.716063 0.349918 0.34992
0.716136 0.349928 0.34993
0.716208 0.349938 0.34994
0.716281 0.349948 0.34995
0.716354 0.349958 0.349961
0.716426 0.349968 0.349971
0.716499 0.349978 0.349981
0.716572 0.349988 0.349991
0.716644 0.349998 0.350001
0.716717 0.350008 0.350011
0.71679 0.350018 0.350021
0.716862 0.350028 0.350031
0.716935 0.350038 0.350041
0.717008 0.350049 0.350051
0.71708 0.350059 0.350061
0.717153 0.350069 0.350071
0.717226 0.350079 0.350081
0.717298 0.350089 0.350091
0.717371 0.350099 0.350101
0.717444 0.350109 0.350111
0.717517 0.350119 0.350121
0.717589 0.350129 0.350131
0.717662 0.350139 0.350141
0.717735 0.350149 0.350151
0.717808 0.350159 0.350161
0.71788 0.350169 0.350171
0.717953 0.350179 0.350181
0.718026 0.350189 0.350191
0.718099 0.350199 0.350201
0.718171 0.350209 0.350211
0.718244 0.350219 0.350221
0.718317 0.350229 0.350231
0.71839 0.350239 0.350241
0.718463 0.350249 0.350251
0.718535 0.350259 0.350261
0.718608 0.350269 0.350271
0.718681 0.350279 0.350281
0.718754 0.350289 0.350291
0.718827 0.350299 0.350301
0.7189 0.350309 0.350311
0.718972 0.350319 0.350321
0.719045 0.350329 0.350331
0.719118 0.350339 0.350341
0.719191 0.350349 0.350351
0.719264 0.350359 0.350361
0.719337 0.350369 0.350371
0.719409 0.350379 0.350381
0.719482 0.350388 0.350391
0.719555 0.350398 0.350401
0.719628 0.350408 0.350411
0.719701 0.350418 0.350421
0.719774 0.350428 0.350431
0.719847 0.350438 0.350441
0.71992 0.350448 0.350451
0.719993 0.350458 0.350461
0.720065 0.350468 0.350471
0.720138 0.350478 0.35048
0.720211 0.350488 0.35049
0.720284 0.350498 0.3505
0.720357 0.350508 0.35051
0.72043 0.350518 0.35052
0.720503 0.350528 0.35053
0.720576 0.350538 0.35054
0.720649 0.350547 0.35055
0.720722 0.350557 0.35056
0.720795 0.350567 0.35057
0.720868 0.350577 0.35058
0.720941 0.350587 0.35059
0.721014 0.350597 0.350599
0.721087 0.350607 0.350609
0.72116 0.350617 0.350619
0.721233 0.350627 0.350629
0.721306 0.350637 0.350639
0.721379 0.350646 0.350649
0.721452 0.350656 0.350659
0.721525 0.350666 0.350669
0.721598 0.350676 0.350679
0.721671 0.350686 0.350688
0.721744 0.350696 0.350698
0.721817 0.350706 0.350708
0.72189 0.350716 0.350718
0.721963 0.350725 0.350728
0.722036 0.350735 0.350738
0.722109 0.350745 0.350748
0.722182 0.350755 0.350758
0.722255 0.350765 0.350767
0.722328 0.350775 0.350777
0.722401 0.350785 0.350787
0.722474 0.350794 0.350797
0.722547 0.350804 0.350807
0.722621 0.350814 0.350817
0.722694 0.350824 0.350826
0.722767 0.350834 0.350836
0.72284 0.350844 0.350846
0.722913 0.350853 0.350856
0.722986 0.350863 0.350866
0.723059 0.350873 0.350876
0.723132 0.350883 0.350885
0.723205 0.350893 0.350895
0.723279 0.350903 0.350905
0.723352 0.350912 0.350915
0.723425 0.350922 0.350925
0.723498 0.350932 0.350935
0.723571 0.350942 0.350944
0.723644 0.350952 0.350954
0.723718 0.350961 0.350964
0.723791 0.350971 0.350974
0.723864 0.350981 0.350984
0.723937 0.350991 0.350993
0.72401 0.351001 0.351003
0.724083 0.35101 0.351013
0.724157 0.35102 0.351023
0.72423 0.35103 0.351033
0.724303 0.35104 0.351042
0.724376 0.35105 0.351052
0.72445 0.351059 0.351062
0.724523 0.351069 0.351072
0.724596 0.351079 0.351081
0.724669 0.351089 0.351091
0.724742 0.351098 0.351101
0.724816 0.351108 0.351111
0.724889 0.351118 0.351121
0.724962 0.351128 0.35113
0.725035 0.351138 0.35114
0.725109 0.351147 0.35115
0.725182 0.351157 0.35116
0.725255 0.351167 0.351169
0.725329 0.351177 0.351179
0.725402 0.351186 0.351189
0.725475 0.351196 0.351199
0.725548 0.351206 0.351208
0.725622 0.351215 0.351218
0.725695 0.351225 0.351228
0.725768 0.351235 0.351237
0.725842 0.351245 0.351247
0.725915 0.351254 0.351257
0.725988 0.351264 0.351267
0.726062 0.351274 0.351276
0.726135 0.351284 0.351286
0.726208 0.351293 0.351296
0.726282 0.351303 0.351306
0.726355 0.351313 0.351315
0.726428 0.351322 0.351325
0.726502 0.351332 0.351335
0.726575 0.351342 0.351344
0.726649 0.351351 0.351354
0.726722 0.351361 0.351364
0.726795 0.351371 0.351373
0.726869 0.351381 0.351383
0.726942 0.35139 0.351393
0.727016 0.3514 0.351403
0.727089 0.35141 0.351412
0.727162 0.351419 0.351422
0.727236 0.351429 0.351432
0.727309 0.351439 0.351441
0.727383 0.351448 0.351451
0.727456 0.351458 0.351461
0.727529 0.351468 0.35147
0.727603 0.351477 0.35148
0.727676 0.351487 0.35149
0.72775 0.351497 0.351499
0.727823 0.351506 0.351509
0.727897 0.351516 0.351519
0.72797 0.351526 0.351528
0.728044 0.351535 0.351538
0.728117 0.351545 0.351547
0.728191 0.351555 0.351557
0.728264 0.351564 0.351567
0.728338 0.351574 0.351576
0.728411 0.351583 0.351586
0.728485 0.351593 0.351596
0.728558 0.351603 0.351605
0.728632 0.351612 0.351615
0.728705 0.351622 0.351625
0.728779 0.351632 0.351634
0.728852 0.351641 0.351644
0.728926 0.351651 0.351653
0.728999 0.35166 0.351663
0.729073 0.35167 0.351673
0.729146 0.35168 0.351682
0.72922 0.351689 0.351692
0.729294 0.351699 0.351701
0.729367 0.351709 0.351711
0.729441 0.351718 0.351721
0.729514 0.351728 0.35173
0.729588 0.351737 0.35174
0.729661 0.351747 0.351749
0.729735 0.351756 0.351759
0.729809 0.351766 0.351769
0.729882 0.351776 0.351778
0.729956 0.351785 0.351788
0.73003 0.351795 0.351797
0.730103 0.351804 0.351807
0.730177 0.351814 0.351817
0.73025 0.351824 0.351826
0.730324 0.351833 0.351836
0.730398 0.351843 0.351845
0.730471 0.351852 0.351855
0.730545 0.351862 0.351864
0.730619 0.351871 0.351874
0.730692 0.351881 0.351883
0.730766 0.35189 0.351893
0.73084 0.3519 0.351903
0.730913 0.35191 0.351912
0.730987 0.351919 0.351922
0.731061 0.351929 0.351931
0.731134 0.351938 0.351941
0.731208 0.351948 0.35195
0.731282 0.351957 0.35196
0.731356 0.351967 0.351969
0.731429 0.351976 0.351979
0.731503 0.351986 0.351988
0.731577 0.351995 0.351998
0.73165 0.352005 0.352007
0.731724 0.352014 0.352017
0.731798 0.352024 0.352027
0.731872 0.352033 0.352036
0.731945 0.352043 0.352046
0.732019 0.352052 0.352055
0.732093 0.352062 0.352065
0.732167 0.352071 0.352074
0.73224 0.352081 0.352084
0.732314 0.35209 0.352093
0.732388 0.3521 0.352103
0.732462 0.352109 0.352112
0.732536 0.352119 0.352122
0.732609 0.352128 0.352131
0.732683 0.352138 0.35214
0.732757 0.352147 0.35215
0.732831 0.352157 0.352159
0.732905 0.352166 0.352169
0.732979 0.352176 0.352178
0.733052 0.352185 0.352188
0.733126 0.352195 0.352197
0.7332 0.352204 0.352207
0.733274 0.352214 0.352216
0.733348 0.352223 0.352226
0.733422 0.352233 0.352235
0.733495 0.352242 0.352245
0.733569 0.352252 0.352254
0.733643 0.352261 0.352264
0.733717 0.35227 0.352273
0.733791 0.35228 0.352282
0.733865 0.352289 0.352292
0.733939 0.352299 0.352301
0.734013 0.352308 0.352311
0.734087 0.352318 0.35232
0.73416 0.352327 0.35233
0.734234 0.352336 0.352339
0.734308 0.352346 0.352348
0.734382 0.352355 0.352358
0.734456 0.352365 0.352367
0.73453 0.352374 0.352377
0.734604 0.352384 0.352386
0.734678 0.352393 0.352396
0.734752 0.352402 0.352405
0.734826 0.352412 0.352414
0.7349 0.352421 0.352424
0.734974 0.352431 0.352433
0.735048 0.35244 0.352443
0.735122 0.352449 0.352452
0.735196 0.352459 0.352461
0.73527 0.352468 0.352471
0.735344 0.352478 0.35248
0.735418 0.352487 0.35249
0.735492 0.352496 0.352499
0.735566 0.352506 0.352508
0.73564 0.352515 0.352518
0.735714 0.352524 0.352527
0.735788 0.352534 0.352536
0.735862 0.352543 0.352546
0.735936 0.352553 0.352555
0.73601 0.352562 0.352565
0.736084 0.352571 0.352574
0.736158 0.352581 0.352583
0.736232 0.35259 0.352593
0.736306 0.352599 0.352602
0.73638 0.352609 0.352611
0.736454 0.352618 0.352621
0.736529 0.352627 0.35263
0.736603 0.352637 0.352639
0.736677 0.352646 0.352649
0.736751 0.352655 0.352658
0.736825 0.352665 0.352667
0.736899 0.352674 0.352677
0.736973 0.352683 0.352686
0.737047 0.352693 0.352695
0.737121 0.352702 0.352705
0.737196 0.352711 0.352714
0.73727 0.352721 0.352723
0.737344 0.35273 0.352733
0.737418 0.352739 0.352742
0.737492 0.352749 0.352751
0.737566 0.352758 0.352761
0.73764 0.352767 0.35277
0.737715 0.352777 0.352779
0.737789 0.352786 0.352789
0.737863 0.352795 0.352798
0.737937 0.352804 0.352807
0.738011 0.352814 0.352816
0.738086 0.352823 0.352826
0.73816 0.352832 0.352835
0.738234 0.352842 0.352844
0.738308 0.352851 0.352854
0.738382 0.35286 0.352863
0.738457 0.352869 0.352872
0.738531 0.352879 0.352881
0.738605 0.352888 0.352891
0.738679 0.352897 0.3529
0.738754 0.352907 0.352909
0.738828 0.352916 0.352918
0.738902 0.352925 0.352928
0.738976 0.352934 0.352937
0.739051 0.352944 0.352946
0.739125 0.352953 0.352956
0.739199 0.352962 0.352965
0.739273 0.352971 0.352974
0.739348 0.352981 0.352983
0.739422 0.35299 0.352992
0.739496 0.352999 0.353002
0.739571 0.353008 0.353011
0.739645 0.353018 0.35302
0.739719 0.353027 0.353029
0.739794 0.353036 0.353039
0.739868 0.353045 0.353048
0.739942 0.353054 0.353057
0.740017 0.353064 0.353066
0.740091 0.353073 0.353076
0.740165 0.353082 0.353085
0.74024 0.353091 0.353094
0.740314 0.353101 0.353103
0.740388 0.35311 0.353112
0.740463 0.353119 0.353122
0.740537 0.353128 0.353131
0.740611 0.353137 0.35314
0.740686 0.353147 0.353149
0.74076 0.353156 0.353158
0.740835 0.353165 0.353168
0.740909 0.353174 0.353177
0.740983 0.353183 0.353186
0.741058 0.353193 0.353195
0.741132 0.353202 0.353204
0.741207 0.353211 0.353214
0.741281 0.35322 0.353223
0.741356 0.353229 0.353232
0.74143 0.353238 0.353241
0.741504 0.353248 0.35325
0.741579 0.353257 0.353259
0.741653 0.353266 0.353269
0.741728 0.353275 0.353278
0.741802 0.353284 0.353287
0.741877 0.353293 0.353296
0.741951 0.353303 0.353305
0.742026 0.353312 0.353314
0.7421 0.353321 0.353324
0.742175 0.35333 0.353333
0.742249 0.353339 0.353342
0.742324 0.353348 0.353351
0.742398 0.353357 0.35336
0.742473 0.353367 0.353369
0.742547 0.353376 0.353378
0.742622 0.353385 0.353387
0.742696 0.353394 0.353397
0.742771 0.353403 0.353406
0.742845 0.353412 0.353415
0.74292 0.353421 0.353424
0.742994 0.35343 0.353433
0.743069 0.35344 0.353442
0.743144 0.353449 0.353451
0.743218 0.353458 0.35346
0.743293 0.353467 0.35347
0.743367 0.353476 0.353479
0.743442 0.353485 0.353488
0.743517 0.353494 0.353497
0.743591 0.353503 0.353506
0.743666 0.353512 0.353515
0.74374 0.353521 0.353524
0.743815 0.35353 0.353533
0.74389 0.35354 0.353542
0.743964 0.353549 0.353551
0.744039 0.353558 0.35356
0.744113 0.353567 0.353569
0.744188 0.353576 0.353579
0.744263 0.353585 0.353588
0.744337 0.353594 0.353597
0.744412 0.353603 0.353606
0.744487 0.353612 0.353615
0.744561 0.353621 0.353624
0.744636 0.35363 0.353633
0.744711 0.353639 0.353642
0.744785 0.353648 0.353651
0.74486 0.353657 0.35366
0.744935 0.353666 0.353669
0.745009 0.353676 0.353678
0.745084 0.353685 0.353687
0.745159 0.353694 0.353696
0.745234 0.353703 0.353705
0.745308 0.353712 0.353714
0.745383 0.353721 0.353723
0.745458 0.35373 0.353732
0.745533 0.353739 0.353741
0.745607 0.353748 0.35375
0.745682 0.353757 0.353759
0.745757 0.353766 0.353768
0.745832 0.353775 0.353778
0.745906 0.353784 0.353787
0.745981 0.353793 0.353796
0.746056 0.353802 0.353805
0.746131 0.353811 0.353814
0.746205 0.35382 0.353823
0.74628 0.353829 0.353832
0.746355 0.353838 0.353841
0.74643 0.353847 0.35385
0.746505 0.353856 0.353859
0.746579 0.353865 0.353868
0.746654 0.353874 0.353877
0.746729 0.353883 0.353885
0.746804 0.353892 0.353894
0.746879 0.353901 0.353903
0.746954 0.35391 0.353912
0.747028 0.353919 0.353921
0.747103 0.353928 0.35393
0.747178 0.353937 0.353939
0.747253 0.353946 0.353948
0.747328 0.353955 0.353957
0.747403 0.353964 0.353966
0.747478 0.353972 0.353975
0.747553 0.353981 0.353984
0.747627 0.35399 0.353993
0.747702 0.353999 0.354002
0.747777 0.354008 0.354011
0.747852 0.354017 0.35402
0.747927 0.354026 0.354029
0.748002 0.354035 0.354038
0.748077 0.354044 0.354047
0.748152 0.354053 0.354056
0.748227 0.354062 0.354065
0.748302 0.354071 0.354074
0.748377 0.35408 0.354082
0.748452 0.354089 0.354091
0.748527 0.354098 0.3541
0.748602 0.354106 0.354109
0.748677 0.354115 0.354118
0.748752 0.354124 0.354127
0.748827 0.354133 0.354136
0.748901 0.354142 0.354145
0.748976 0.354151 0.354154
0.749051 0.35416 0.354163
0.749126 0.354169 0.354172
0.749201 0.354178 0.35418
0.749277 0.354187 0.354189
0.749352 0.354195 0.354198
0.749427 0.354204 0.354207
0.749502 0.354213 0.354216
0.749577 0.354222 0.354225
0.749652 0.354231 0.354234
0.749727 0.35424 0.354243
0.749802 0.354249 0.354251
0.749877 0.354258 0.35426
0.749952 0.354267 0.354269
0.750027 0.354275 0.354278
0.750102 0.354284 0.354287
0.750177 0.354293 0.354296
0.750252 0.354302 0.354305
0.750327 0.354311 0.354314
0.750402 0.35432 0.354322
0.750477 0.354329 0.354331
0.750553 0.354337 0.35434
0.750628 0.354346 0.354349
0.750703 0.354355 0.354358
0.750778 0.354364 0.354367
0.750853 0.354373 0.354375
0.750928 0.354382 0.354384
0.751003 0.35439 0.354393
0.751079 0.354399 0.354402
0.751154 0.354408 0.354411
0.751229 0.354417 0.35442
0.751304 0.354426 0.354428
0.751379 0.354434 0.354437
0.751454 0.354443 0.354446
0.75153 0.354452 0.354455
0.751605 0.354461 0.354464
0.75168 0.35447 0.354472
0.751755 0.354479 0.354481
0.75183 0.354487 0.35449
0.751905 0.354496 0.354499
0.751981 0.354505 0.354508
0.752056 0.354514 0.354516
0.752131 0.354523 0.354525
0.752206 0.354531 0.354534
0.752282 0.35454 0.354543
0.752357 0.354549 0.354552
0.752432 0.354558 0.35456
0.752507 0.354566 0.354569
0.752583 0.354575 0.354578
0.752658 0.354584 0.354587
0.752733 0.354593 0.354595
0.752808 0.354601 0.354604
0.752884 0.35461 0.354613
0.752959 0.354619 0.354622
0.753034 0.354628 0.354631
0.75311 0.354637 0.354639
0.753185 0.354645 0.354648
0.75326 0.354654 0.354657
0.753336 0.354663 0.354666
0.753411 0.354672 0.354674
0.753486 0.35468 0.354683
0.753561 0.354689 0.354692
0.753637 0.354698 0.3547
0.753712 0.354706 0.354709
0.753788 0.354715 0.354718
0.753863 0.354724 0.354727
0.753938 0.354733 0.354735
0.754014 0.354741 0.354744
0.754089 0.35475 0.354753
0.754164 0.354759 0.354762
0.75424 0.354768 0.35477
0.754315 0.354776 0.354779
0.75439 0.354785 0.354788
0.754466 0.354794 0.354796
0.754541 0.354802 0.354805
0.754617 0.354811 0.354814
0.754692 0.35482 0.354823
0.754768 0.354828 0.354831
0.754843 0.354837 0.35484
0.754918 0.354846 0.354849
0.754994 0.354855 0.354857
0.755069 0.354863 0.354866
0.755145 0.354872 0.354875
0.75522 0.354881 0.354883
0.755296 0.354889 0.354892
0.755371 0.354898 0.354901
0.755447 0.354907 0.354909
0.755522 0.354915 0.354918
0.755598 0.354924 0.354927
0.755673 0.354933 0.354935
0.755749 0.354941 0.354944
0.755824 0.35495 0.354953
0.7559 0.354959 0.354961
0.755975 0.354967 0.35497
0.756051 0.354976 0.354979
0.756126 0.354985 0.354987
0.756202 0.354993 0.354996
0.756277 0.355002 0.355005
0.756353 0.35501 0.355013
0.756428 0.355019 0.355022
0.756504 0.355028 0.355031
0.756579 0.355036 0.355039
0.756655 0.355045 0.355048
0.75673 0.355054 0.355056
0.756806 0.355062 0.355065
0.756882 0.355071 0.355074
0.756957 0.355079 0.355082
0.757033 0.355088 0.355091
0.757108 0.355097 0.355099
0.757184 0.355105 0.355108
0.75726 0.355114 0.355117
0.757335 0.355123 0.355125
0.757411 0.355131 0.355134
0.757486 0.35514 0.355143
0.757562 0.355148 0.355151
0.757638 0.355157 0.35516
0.757713 0.355166 0.355168
0.757789 0.355174 0.355177
0.757865 0.355183 0.355185
0.75794 0.355191 0.355194
0.758016 0.3552 0.355203
0.758092 0.355208 0.355211
0.758167 0.355217 0.35522
0.758243 0.355226 0.355228
0.758319 0.355234 0.355237
0.758394 0.355243 0.355246
0.75847 0.355251 0.355254
0.758546 0.35526 0.355263
0.758621 0.355268 0.355271
0.758697 0.355277 0.35528
0.758773 0.355286 0.355288
0.758849 0.355294 0.355297
0.758924 0.355303 0.355305
0.759 0.355311 0.355314
0.759076 0.35532 0.355323
0.759152 0.355328 0.355331
0.759227 0.355337 0.35534
0.759303 0.355345 0.355348
0.759379 0.355354 0.355357
0.759455 0.355362 0.355365
0.75953 0.355371 0.355374
0.759606 0.355379 0.355382
0.759682 0.355388 0.355391
0.759758 0.355396 0.355399
0.759834 0.355405 0.355408
0.759909 0.355414 0.355416
0.759985 0.355422 0.355425
0.760061 0.355431 0.355433
0.760137 0.355439 0.355442
0.760213 0.355448 0.35545
0.760288 0.355456 0.355459
0.760364 0.355465 0.355467
0.76044 0.355473 0.355476
0.760516 0.355482 0.355484
0.760592 0.35549 0.355493
0.760668 0.355498 0.355501
0.760744 0.355507 0.35551
0.760819 0.355515 0.355518
0.760895 0.355524 0.355527
0.760971 0.355532 0.355535
0.761047 0.355541 0.355544
0.761123 0.355549 0.355552
0.761199 0.355558 0.355561
0.761275 0.355566 0.355569
0.761351 0.355575 0.355578
0.761427 0.355583 0.355586
0.761502 0.355592 0.355594
0.761578 0.3556 0.355603
0.761654 0.355609 0.355611
0.76173 0.355617 0.35562
0.761806 0.355625 0.355628
0.761882 0.355634 0.355637
0.761958 0.355642 0.355645
0.762034 0.355651 0.355654
0.76211 0.355659 0.355662
0.762186 0.355668 0.35567
0.762262 0.355676 0.355679
0.762338 0.355685 0.355687
0.762414 0.355693 0.355696
0.76249 0.355701 0.355704
0.762566 0.35571 0.355713
0.762642 0.355718 0.355721
0.762718 0.355727 0.355729
0.762794 0.355735 0.355738
0.76287 0.355743 0.355746
0.762946 0.355752 0.355755
0.763022 0.35576 0.355763
0.763098 0.355769 0.355771
0.763174 0.355777 0.35578
0.76325 0.355785 0.355788
0.763326 0.355794 0.355797
0.763402 0.355802 0.355805
0.763478 0.355811 0.355813
0.763555 0.355819 0.355822
0.763631 0.355827 0.35583
0.763707 0.355836 0.355839
0.763783 0.355844 0.355847
0.763859 0.355852 0.355855
0.763935 0.355861 0.355864
0.764011 0.355869 0.355872
0.764087 0.355878 0.35588
0.764163 0.355886 0.355889
0.76424 0.355894 0.355897
0.764316 0.355903 0.355905
0.764392 0.355911 0.355914
0.764468 0.355919 0.355922
0.764544 0.355928 0.355931
0.76462 0.355936 0.355939
0.764696 0.355944 0.355947
0.764773 0.355953 0.355956
0.764849 0.355961 0.355964
0.764925 0.355969 0.355972
0.765001 0.355978 0.355981
0.765077 0.355986 0.355989
0.765154 0.355994 0.355997
0.76523 0.356003 0.356006
0.765306 0.356011 0.356014
0.765382 0.356019 0.356022
0.765458 0.356028 0.356031
0.765535 0.356036 0.356039
0.765611 0.356044 0.356047
0.765687 0.356053 0.356055
0.765763 0.356061 0.356064
0.76584 0.356069 0.356072
0.765916 0.356078 0.35608
0.765992 0.356086 0.356089
0.766068 0.356094 0.356097
0.766145 0.356102 0.356105
0.766221 0.356111 0.356114
0.766297 0.356119 0.356122
0.766373 0.356127 0.35613
0.76645 0.356136 0.356138
0.766526 0.356144 0.356147
0.766602 0.356152 0.356155
0.766679 0.35616 0.356163
0.766755 0.356169 0.356171
0.766831 0.356177 0.35618
0.766908 0.356185 0.356188
0.766984 0.356193 0.356196
0.76706 0.356202 0.356205
0.767137 0.35621 0.356213
0.767213 0.356218 0.356221
0.767289 0.356226 0.356229
0.767366 0.356235 0.356238
0.767442 0.356243 0.356246
0.767518 0.356251 0.356254
0.767595 0.356259 0.356262
0.767671 0.356268 0.356271
0.767748 0.356276 0.356279
0.767824 0.356284 0.356287
0.7679 0.356292 0.356295
0.767977 0.356301 0.356303
0.768053 0.356309 0.356312
0.76813 0.356317 0.35632
0.768206 0.356325 0.356328
0.768283 0.356333 0.356336
0.768359 0.356342 0.356345
0.768435 0.35635 0.356353
0.768512 0.356358 0.356361
0.768588 0.356366 0.356369
0.768665 0.356375 0.356377
0.768741 0.356383 0.356386
0.768818 0.356391 0.356394
0.768894 0.356399 0.356402
0.768971 0.356407 0.35641
0.769047 0.356415 0.356418
0.769124 0.356424 0.356427
0.7692 0.356432 0.356435
0.769277 0.35644 0.356443
0.769353 0.356448 0.356451
0.76943 0.356456 0.356459
0.769506 0.356465 0.356467
0.769583 0.356473 0.356476
0.769659 0.356481 0.356484
0.769736 0.356489 0.356492
0.769812 0.356497 0.3565
0.769889 0.356505 0.356508
0.769966 0.356514 0.356516
0.770042 0.356522 0.356525
0.770119 0.35653 0.356533
0.770195 0.356538 0.356541
0.770272 0.356546 0.356549
0.770348 0.356554 0.356557
0.770425 0.356562 0.356565
0.770502 0.356571 0.356573
0.770578 0.356579 0.356582
0.770655 0.356587 0.35659
0.770732 0.356595 0.356598
0.770808 0.356603 0.356606
0.770885 0.356611 0.356614
0.770961 0.356619 0.356622
0.771038 0.356627 0.35663
0.771115 0.356636 0.356638
0.771191 0.356644 0.356647
0.771268 0.356652 0.356655
0.771345 0.35666 0.356663
0.771421 0.356668 0.356671
